USO2013,TU,DC,M,UL,Month,Year,Consumption
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,3,15,4
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,4,15,10
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,5,15,10
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,6,15,3
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,7,15,5
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,8,15,4
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,9,15,3
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,10,15,5
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,11,15,3
H2,DOMESTICO MEDIO,0.5,ACTARIS,492,12,15,4
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,1,9,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,2,9,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,3,9,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,4,9,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,5,9,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,6,9,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,7,9,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,8,9,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,9,9,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,10,9,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,11,9,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,12,9,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,1,10,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,2,10,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,3,10,5
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,4,10,6
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,5,10,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,6,10,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,7,10,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,8,10,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,9,10,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,10,10,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,11,10,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,12,10,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,1,11,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,2,11,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,3,11,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,4,11,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,5,11,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,6,11,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,7,11,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,8,11,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,9,11,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,10,11,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,11,11,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,12,11,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,1,12,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,2,12,18
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,3,12,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,4,12,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,5,12,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,6,12,18
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,7,12,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,8,12,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,9,12,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,10,12,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,11,12,18
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,12,12,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,1,13,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,2,13,0
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,3,13,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,4,13,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,5,13,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,6,13,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,7,13,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,8,13,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,9,13,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,10,13,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,11,13,15
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,12,13,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,1,14,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,2,14,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,3,14,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,4,14,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,5,14,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,6,14,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,7,14,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,8,14,15
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,9,14,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,10,14,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,11,14,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,12,14,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,1,15,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,2,15,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,3,15,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,4,15,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,5,15,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,6,15,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,7,15,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,8,15,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,9,15,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,10,15,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,11,15,23
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,485,12,15,16
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,1,9,14
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,2,9,13
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,3,9,16
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,4,9,14
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,5,9,15
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,6,9,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,7,9,14
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,8,9,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,9,9,6
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,10,9,14
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,11,9,22
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,12,9,12
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,1,10,17
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,2,10,6
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,3,10,3
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,4,10,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,5,10,20
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,6,10,11
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,7,10,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,8,10,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,9,10,5
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,10,10,6
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,11,10,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,12,10,6
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,1,11,4
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,2,11,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,3,11,6
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,4,11,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,5,11,10
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,6,11,11
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,7,11,12
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,8,11,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,9,11,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,10,11,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,11,11,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,12,11,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,1,12,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,2,12,9
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,3,12,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,4,12,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,5,12,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,6,12,8
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,7,12,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,8,12,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,9,12,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,10,12,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,11,12,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,12,12,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,1,13,29
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,2,13,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,3,13,2
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,4,13,2
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,5,13,2
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,6,13,7
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,7,13,6
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,8,13,6
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,9,13,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,10,13,3
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,11,13,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,12,13,3
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,1,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,2,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,3,14,1
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,4,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,5,14,1
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,6,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,7,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,8,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,9,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,10,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,11,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,12,14,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,1,15,2
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,2,15,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,3,15,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,4,15,19
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,5,15,26
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,6,15,4
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,7,15,41
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,8,15,40
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,9,15,29
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,10,15,1
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,11,15,0
H2,DOMESTICO MEDIO,0.5,ACTARIS,1397,12,15,0
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,1,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,2,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,3,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,4,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,5,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,6,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,7,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,8,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,9,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,10,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,11,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,12,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,1,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,2,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,3,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,4,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,5,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,6,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,7,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,8,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,9,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,10,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,11,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,12,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,1,11,52
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,2,11,9
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,3,11,38
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,4,11,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,5,11,28
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,6,11,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,7,11,33
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,8,11,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,9,11,44
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,10,11,29
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,11,11,41
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,12,11,24
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,1,12,32
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,2,12,32
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,3,12,36
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,4,12,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,5,12,31
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,6,12,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,7,12,64
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,8,12,33
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,9,12,31
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,10,12,35
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,11,12,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,12,12,33
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,1,13,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,2,13,24
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,3,13,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,4,13,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,5,13,47
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,6,13,38
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,7,13,33
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,8,13,20
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,9,13,39
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,10,13,24
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,11,13,28
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,12,13,26
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,1,14,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,2,14,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,3,14,20
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,4,14,28
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,5,14,26
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,6,14,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,7,14,39
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,8,14,31
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,9,14,25
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,10,14,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,11,14,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,12,14,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,1,15,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,2,15,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,3,15,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,4,15,18
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,5,15,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,6,15,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,7,15,25
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,8,15,28
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,9,15,20
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,10,15,23
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,11,15,20
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,1574,12,15,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,1,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,2,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,3,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,4,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,5,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,6,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,7,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,8,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,9,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,10,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,11,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,12,9,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,1,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,2,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,3,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,4,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,5,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,6,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,7,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,8,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,9,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,10,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,11,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,12,10,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,1,11,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,2,11,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,3,11,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,4,11,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,5,11,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,6,11,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,7,11,21
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,8,11,18
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,9,11,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,10,11,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,11,11,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,12,11,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,1,12,18
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,2,12,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,3,12,15
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,4,12,15
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,5,12,15
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,6,12,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,7,12,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,8,12,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,9,12,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,10,12,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,11,12,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,12,12,13
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,1,13,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,2,13,0
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,3,13,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,4,13,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,5,13,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,6,13,24
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,7,13,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,8,13,51
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,9,13,69
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,10,13,63
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,11,13,17
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,12,13,3
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,1,14,10
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,2,14,7
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,3,14,2
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,4,14,5
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,5,14,6
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,6,14,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,7,14,8
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,8,14,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,9,14,11
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,10,14,12
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,11,14,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,12,14,37
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,1,15,16
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,2,15,2
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,3,15,1
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,4,15,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,5,15,14
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,6,15,0
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,7,15,30
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,8,15,25
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,9,15,15
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,10,15,15
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,11,15,32
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,651,12,15,19
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,1,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,2,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,3,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,4,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,5,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,6,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,7,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,8,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,9,9,22
H2,DOMESTICO MEDIO,0.5,CICASA MMD-15 S,706,10,9,22
